hydrogen_turbine_fom,2050,f,3.25,percent of overnight cost per year,Hydrogen combined cycle turbine fixed operation and maintenance costs,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",
hydrogen_turbine_lifetime,2050,f,25.0,years,Hydrogen combined cycle turbine lifetime,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",
battery_energy_cost,2050,f,82.8,EUR/kWh,Utility-scale battery energy capital cost (overnight),"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",
battery_energy_fom,2050,f,0,percent of overnight cost per year,Utility-scale battery energy fixed operation and maintenance costs,default,
battery_energy_lifetime,2050,f,30.0,years,Utility-scale battery energy lifetime,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",
battery_power_cost,2050,f,66.2,EUR/kW,Utility-scale battery converter power capital cost (overnight),"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",
battery_power_fom,2050,f,0.9,percent of overnight cost per year,Utility-scale battery converter power fixed operation and maintenance costs,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",
battery_power_lifetime,2050,f,10.0,years,Utility-scale battery converter power lifetime,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx, Note K.",
hydrogen_compressor_cost,2050,f,87.7,EUR/kWh_H2,Hydrogen storage compressor capital cost (overnight),"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",
hydrogen_compressor_fom,2050,f,4.0,percent of overnight cost per year,Hydrogen storage compressor fixed operation and maintenance costs,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",
hydrogen_compressor_lifetime,2050,f,15.0,years,Hydrogen storage compressor lifetime,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",
dac_cost,2050,f,4416323.2,EUR/(tCO2/h),Direct air capture capital cost (overnight),"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",
dac_fom,2050,f,4.95,percent of overnight cost per year,Direct air capture fixed operation and maintenance costs,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",
dac_lifetime,2050,f,20.0,years,Direct air capture lifetime,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",
heat_pump_cost,2050,f,772.9,EUR/kW,Industrial heat pump up to 125 C capital cost (overnight),"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",
heat_pump_fom,2050,f,0.1,percent of overnight cost per year,Industrial heat pump up to 125 C fixed operation and maintenance costs,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",
heat_pump_lifetime,2050,f,20.0,years,Industrial heat pump up to 125 C lifetime,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",
liquid_carbonaceous_storage_cost,2050,f,187.5,EUR/m^3,Liquid carbonaceous fuel storage tank capital cost (overnight),"Stelter and Nishida 2013: https://webstore.iea.org/insights-series-2013-focus-on-energy-security , pg. 8F .",
liquid_carbonaceous_storage_fom,2050,f,6.25,percent of overnight cost per year,Liquid carbonaceous fuel storage tank fixed operation and maintenance costs,"Stelter and Nishida 2013: https://webstore.iea.org/insights-series-2013-focus-on-energy-security , figure 7 and pg. 12 .",
liquid_carbonaceous_storage_lifetime,2050,f,30.0,years,Liquid carbonaceous fuel storage tank lifetime,"Stelter and Nishida 2013: https://webstore.iea.org/insights-series-2013-focus-on-energy-security , pg. 11.",
reformer_cost,2050,f,632004.2,EUR/MW_CH4,Steam methanol reformer with carbon capture capital cost (overnight),Danish Energy Agency,
reformer_fom,2050,f,5.0,percent of overnight cost per year,Steam methanol reformer with carbon capture fixed operation and maintenance costs,Danish Energy Agency,
reformer_lifetime,2050,f,30.0,years,Steam methanol reformer with carbon capture lifetime,"IEA Global average levelised cost of hydrogen production by energy source and technology, 2019 and 2050 (2020), https://www.iea.org/data-and-statistics/charts/global-average-levelised-cost-of-hydrogen-production-by-energy-source-and-technology-2019-and-2050",
methanolisation_cost,2050,f,530604.0,EUR/MW_MeOH,Methanol synthesis capital cost (overnight),"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), table 8: “Reference scenario”.",
methanolisation_fom,2050,f,3.0,percent of overnight cost per year,Methanol synthesis fixed operation and maintenance costs,"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), section 6.3.2.1.",
methanolisation_lifetime,2050,f,20.0,years,Methanol synthesis lifetime,"Danish Energy Agency, Technology Data for Renewable Fuels (04/2022), Data sheet “Methanol to Power”.",
reformer_capture_rate,2050,f,0.9,EUR/MW_CH4,reformer capture rate,"IEA Global average levelised cost of hydrogen production by energy source and technology, 2019 and 2050 (2020), https://www.iea.org/data-and-statistics/charts/global-average-levelised-cost-of-hydrogen-production-by-energy-source-and-technology-2019-and-2050",
battery_power_efficiency_charging,2050,f,97.97958971132712,percent,Battery power charging efficiency,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",
battery_power_efficiency_discharging,2050,f,97.97958971132712,percent,Battery power discharging efficiency,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",
heat_pump_efficiency,2050,f,285.0,percent,Industrial heat pump COP,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",
reformer_efficiency,2050,f,69.0,percent,Steam methane reformer with carbon capture,"IEA Global average levelised cost of hydrogen production by energy source and technology, 2019 and 2050 (2020), https://www.iea.org/data-and-statistics/charts/global-average-levelised-cost-of-hydrogen-production-by-energy-source-and-technology-2019-and-2050",
hydrogen_electrolyser_efficiency,2050,f,75.0,"""percent, LHV""",Hydrogen electrolyser efficiency,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",
hydrogen_turbine_efficiency,2050,f,60.0,"""percent, LHV""",Hydrogen combined cycle turbine efficiency,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",
name,year,type,value,unit,full_name,text,
year,,i,2011,,Weather year,"Only the years 2011, 2012, 2013, 2014 are available (until we get a bigger hard-drive)",
version,,i,190929,,Version,,
cf_exponent,,f,2,,Capacity factor exponent for spatial distribution of wind and solar,"If exponent is 0 generators are distributed evenly across the region, if it is 1 they are distributed proportional to capacity factor, if it is x they are distributed proportional to (capacity factor)^x",
location,,s,country:DE,,Location,Select from map above.,
location_name,,s,Germany,,Location name,,
job_type,,s,None,,,,
frequency,,i,3,,Sampling frequency for weather time-series,"n-hourly, n<3 is very slow, big n solves faster (n=25 or n=49 give fast and relatively accurate results)",
load,,f,100,MW,Constant electricity demand,Demand should be large enough for utility-scale assets but small enough to neglect land availability constraints,
hydrogen_load,,f,0,MW-H2-LHV,Constant hydrogen demand,,
methanol_load,,f,0,MW-MeOH-LHV,Constant methanol demand,,
wind_max,,f,1e7,MWp,Wind maximum capacity allowed,,
wind_min,,f,0,MWp,Wind minimum capacity allowed,,
solar_max,,f,1e7,MWp,Solar maximum capacity allowed,,
solar_min,,f,0,MWp,Solar minimum capacity allowed,,
wind_discount,,f,5,percent,Onshore wind turbine discount rate,,
solar_discount,,f,5,percent,Utility-scale solar PV discount rate,,
battery_energy_discount,,f,5,percent,Utility-scale battery energy discount rate,,
battery_power_discount,,f,5,percent,Utility-scale battery converter power discount rate,,
hydrogen_energy_discount,,f,5,percent,Hydrogen underground salt cavern storage discount rate,,
hydrogen_electrolyser_discount,,f,5,percent,Hydrogen electrolyser discount rate,,
dispatchable1_discount,,f,10,percent,Dispatchable technology 1 discount rate,,
dispatchable2_discount,,f,10,percent,Dispatchable technology 2 discount rate,,
wind,,b,True,,Onshore wind turbine,,
solar,,b,True,,Utility-scale solar PV,,
battery,,b,True,,Utility-scale battery storage,,
hydrogen,,b,True,,Hydrogen gas storage,,
methanol,,b,False,,Methanol storage (methanolisation for PtMeOH then Allam cycle for MeOHtP),,
reformer,,b,False,,Steam methanol reformer,,
biogenic_co2,,b,False,,CO2 from biomass,,
biogenic_co2_price,,f,50,EUR/tCO2,Price of CO2 from biomass,,
voll,,b,False,,Activate Value of Lost Load,,
voll_price,,f,2000,EUR/tMWh,Value of Lost Load,,
elastic,,b,False,,Elastic demand,,
elastic_intercept,,f,2000,EUR/tMWh,Price at which load vanishes,,
dispatchable1,,b,False,,Include dispatchable technology 1,Default assumption is based on open cycle natural gas turbine (OCGT),
dispatchable2,,b,False,,Include dispatchable technology 2,Default assumption is based on new nuclear EPR reactor in Europe,
co2_limit,,b,False,,Limit on CO2 emissions,,
co2_emissions,,f,0.0,gCO2eq/kWhel,Maximum average system emissions,,
methanolisation_min_part_load,,f,50.0,percent,Methanol synthesis minimum part load,Private discussions.,
ccgt,,b,False,,include CCGT,,
ocgt,,b,False,,include OCGT,,
desalination_discount,,f,5,percent,Seawater desalination discount rate,,
hydrogen_storage_cavern_discount,,f,5,percent,Hydrogen underground salt cavern storage discount rate,,
hydrogen_storage_tank_discount,,f,5,percent,Hydrogen storage tank discount rate,,
hydrogen_turbine_discount,,f,5,percent,Hydrogen combined cycle turbine discount rate,,
hydrogen_compressor_discount,,f,5,percent,Hydrogen storage compressor discount rate,,
co2_storage_discount,,f,5,percent,CO2 storage tank discount rate,,
co2_storage_cost,,f,601,EUR/t_CO2,"Liquefied (cryo) CO2 storage tank capital cost (CAPEX), original source is 589 EUR-2019, adjusted with 2% inflation to 589*1.02=601 EUR-2020/t_CO2.","Concave and Aramco (2022): E-Fuels: A techno-economic assessment of European domestic production and imports towards 2050 (Concawe Report 17/22), https://www.concawe.eu/publication/e-fuels-a-techno-economic-assessment-of-european-domestic-production-and-imports-towards-2050/ , table 82.",
co2_storage_fom,,f,5,percent of overnight cost per year,CO2 storage tank fixed operation and maintenance costs,"Concave and Aramco (2022): E-Fuels: A techno-economic assessment of European domestic production and imports towards 2050 (Concawe Report 17/22), https://www.concawe.eu/publication/e-fuels-a-techno-economic-assessment-of-european-domestic-production-and-imports-towards-2050/ , table 82.",
co2_storage_lifetime,,f,30,years,CO2 storage tank lifetime; taken from MeOH synthesis plant as proxy as no lifetime is specified in source.,"Concave and Aramco (2022): E-Fuels: A techno-economic assessment of European domestic production and imports towards 2050 (Concawe Report 17/22), https://www.concawe.eu/publication/e-fuels-a-techno-economic-assessment-of-european-domestic-production-and-imports-towards-2050/ , table 83.",
co2_liquefaction_discount,,f,5,percent,CO2 liquefaction discount rate,,
co2_liquefaction_cost,,f,193965,EUR/(t_CO2/h),"CO2 liquefaction for cryo CO2 storage for low pressure CO2 input stream (1-2 bar) to low pressure, liquid CO2 (5.5 to 9.8 bar, -55 to -41°C), CAPEX, original source lists 19.5 GBP-2017/(t_CO2/a), converted using 1 GBP:1.07 EUR exchange rate, inflation adjustment with 2%/p.a. to EUR-2020 and from t_CO2/a to t_CO2/h .","elementenergy (2018): Shipping CO2 - UK cost estimation study , https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/761762/BEIS_Shipping_CO2.pdf , table 3-1 and 4-2.",
co2_liquefaction_fom,,f,10,percent of overnight cost per year,CO2 liquefaction fixed operation and maintenance costs,"elementenergy (2018): Shipping CO2 - UK cost estimation study , https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/761762/BEIS_Shipping_CO2.pdf , table 3-1 and 4-2.",
co2_liquefaction_lifetime,,f,30,years,same as CO2 storage tank,"Concave and Aramco (2022): E-Fuels: A techno-economic assessment of European domestic production and imports towards 2050 (Concawe Report 17/22), https://www.concawe.eu/publication/e-fuels-a-techno-economic-assessment-of-european-domestic-production-and-imports-towards-2050/ , table 83.",
co2_liquefaction_efficiency,,f,0.1042,MWh_el/t_CO2,"Electricity demand for CO2 liquefaction for low pressure CO2 input stream (1-2 bar) to low pressure, liquid CO2 (5.5 to 9.8 bar, -55 to -41°C)","elementenergy (2018): Shipping CO2 - UK cost estimation study , https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/761762/BEIS_Shipping_CO2.pdf , table 3-1 and 4-2.",
co2_liquefaction_high_pressure_discount,,f,5,percent,CO2 liquefaction discount rate,same as CO2 liquefaction,
co2_liquefaction_high_pressure_cost,,f,97480,EUR/(t_CO2/h),"CO2 liquefaction for cryo CO2 storage for high pressure CO2 input stream (70-100 bar) to low pressure, liquid CO2 (5.5 to 9.8 bar, -55 to -41°C), CAPEX, original source lists 9.8 GBP-2017/(t_CO2/a), converted using 1 GBP:1.07 EUR exchange rate, inflation adjustment with 2%/p.a. to EUR-2020 and from t_CO2/a to t_CO2/h .","elementenergy (2018): Shipping CO2 - UK cost estimation study , https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/761762/BEIS_Shipping_CO2.pdf , table 3-1 and 4-2.",
co2_liquefaction_high_pressure_fom,,f,10,percent of overnight cost per year,assume same as for low-pressure CO2 liquefaction,"elementenergy (2018): Shipping CO2 - UK cost estimation study , https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/761762/BEIS_Shipping_CO2.pdf , table 3-1 and 4-2.",
co2_liquefaction_high_pressure_lifetime,,f,30,years,assume same as for low-pressure CO2 liquefaction,same as CO2 liquefaction,
co2_liquefaction_high_pressure_efficiency,,f,0.0246,MWh_el/t_CO2,"Electricity demand for CO2 liquefaction for high pressure CO2 input stream (70-100 bar) to low pressure, liquid CO2 (5.5 to 9.8 bar, -55 to -41°C)","elementenergy (2018): Shipping CO2 - UK cost estimation study , https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/761762/BEIS_Shipping_CO2.pdf , table 3-1 and 4-2.",
dac_discount,,f,5,percent,Direct air capture discount rate,,
heat_pump_discount,,f,5,percent,Industrial heat pump up to 125 C discount rate,,
liquid_carbonaceous_storage_discount,,f,5,percent,Liquid carbonaceous fuel storage tank discount rate,,
reformer_discount,,f,5,percent,Steam methanol reformer with carbon capture discount rate,,
methanolisation_discount,,f,5,percent,Methanol synthesis discount rate,,
hydrogen_electrolyser_water,,f,0.27000027000027,m3-H2O/MWh-H2-LHV,Hydrogen electrolyser water input,-,
desalination_electricity,,f,0.003,MWh-el/m3-H2O,Seawater desalination electricity input,"Caldera et al 2016: Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Fig. 4.",
hydrogen_compressor_electricity,,f,0.12000012000011999,MWhel/MWh-H2-LHV,Hydrogen storage compressor electricity input,"DEA technology data for energy storage, pg. 82 .",
methanolisation_efficiency,,f,0.8864,MWh-MeOH-LHV/MWh-H2-LHV,"Methanol synthesis efficiency wrt hydrogen, stochiometric ration +5% losses in exhaust (""95% if the boiler system is not considered"")","Mar Pérez-Fortes and Evangelos Tzimas (2016). Techno-economic and environmental evaluation of CO2 utilisation for fuel production : synthesis of methanol and formic acid. (Publications Office of the European Union), http://op.europa.eu/en/publication-detail/-/publication/1f55ca82-3451-11e6-969e-01aa75ed71a1/language-en , table 2 and pg. 38.",
methanolisation_co2,,f,0.2635,tCO2/MWh-MeOH-LHV,"Methanol synthesis carbon dioxide input, 1.46 t_CO2/t_MeOH","Mar Pérez-Fortes and Evangelos Tzimas (2016). Techno-economic and environmental evaluation of CO2 utilisation for fuel production : synthesis of methanol and formic acid. (Publications Office of the European Union), http://op.europa.eu/en/publication-detail/-/publication/1f55ca82-3451-11e6-969e-01aa75ed71a1/language-en , table 2 .",
methanolisation_electricity,,f,0.03195,MWhel/MWh-MeOH-LHV,"Methanol synthesis electricity input incl. distillation, 0.177 MWh_e/t_MeOH.","Mar Pérez-Fortes and Evangelos Tzimas (2016). Techno-economic and environmental evaluation of CO2 utilisation for fuel production : synthesis of methanol and formic acid. (Publications Office of the European Union), http://op.europa.eu/en/publication-detail/-/publication/1f55ca82-3451-11e6-969e-01aa75ed71a1/language-en , table 2 .",
dac_electricity,,f,0.28,MWh/tCO2,Direct air capture electricity consumption,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",
dac_heat,,f,1.5,MWh/tCO2,Direct air capture heat consumption,"Danish Energy Agency, technology_data_for_carbon_capture_transport_storage.xlsx",
air_separation_unit_discount,,f,5.0,percent,Air separation unit discount rate,,
oxygen_storage_liquefaction_efficiency,,f,0.2591,MWh_el/t_O2(l),"Additional electricity demand for oxygen liquefaction for ASU, from table 7: 0.933 MJ/kg O2 .","[^mitchell2019]: Mitchell, C., Avagyan, V., Chalmers, H., & Lucquiaud, M. (2019). An initial assessment of the value of Allam Cycle power plants with liquid oxygen storage in future GB electricity system. International Journal of Greenhouse Gas Control, 87, 1–18. https://doi.org/10.1016/j.ijggc.2019.04.020",
oxygen_storage_cost,,f,400,EUR/t_O2,"Estimate, based on a value from [^hu2013], which states 320 EUR-2012/m3 incl. installation but based on a single supply quote for 2500 m3 tank installation; 320 EUR/m3 / 1,142 t/m3_O2(l) * (1,03 inflation per year)^(8 years) = 355 EUR-2020/t_O2(l); to be on safe side, assume here 400 EUR-2020/t. [^hanak2017] also suggest a scaling factor of 0.6 which we neglect here, so value here might be significantly overestimating (3-4x) for large storage tanks >10kt O2 (l) storing capacity.","[^hanak2017]: Hanak, D. P., Powell, D., & Manovic, V. (2017). Techno-economic analysis of oxy-combustion coal-fired power plant with cryogenic oxygen storage. Applied Energy, 191, 193–203. https://doi.org/10.1016/j.apenergy.2017.01.049 , [^hu2013]: Hu, Y., Li, X., Li, H., & Yan, J. (2013). Peak and off-peak operations of the air separation unit in oxy-coal combustion power generation systems. Applied Energy, 112, 747–754. https://doi.org/10.1016/j.apenergy.2012.12.001",
oxygen_storage_discount,,f,5.0,percent,Oxygen storage discount rate,,
oxygen_storage_standing_loss,,f,0.05,percent/day,"Daily cryogenic evaporation losses from oxygen storage, suggested 0.05-0.1%/d by Teichgraeber, H., Brodrick, P. G., & Brandt, A. R. (2017). Optimal design and operations of a flexible oxyfuel natural gas plant. Energy, 141, 506–518. https://doi.org/10.1016/j.energy.2017.09.087",,
allam_cycle_discount,,f,5.0,percent,Allam Cycle turbine discount rate,,
